id,company_id_datasetA,number_matches_datasetB,valid
1336,211000,1,true
1337,211126,1,true
1338,211183,3,true
1339,211201,1,true
1340,211264,1,true
1341,211334,8,true
1342,211436,1,true
1343,211451,1,true
1344,211583,1,true
1345,211606,1,true
1346,211640,1,true
1347,211669,1,true
1348,211705,1,true
1349,211722,1,true
1350,211752,1,true
1351,211876,1,true
1352,211992,1,true
1353,212152,1,true
1354,212173,1,true
1355,212203,1,true
1356,212273,1,true
1357,212368,1,true
1358,212395,1,true
1359,212401,42,true
1360,212535,1,true
1361,212554,1,true
1362,212634,1,true
1363,212872,2,true
1364,212984,1,true
1365,212987,42,true
1366,212992,1,true
1367,213084,7,true
1368,213282,1,true
1369,213389,1,true
1370,213444,11,true
1371,213450,1,true
1372,213460,1,true
1373,213572,1,true
1374,213634,1,true
1375,213719,1,true
1376,213734,2,true
1377,213873,2,true
1378,213940,1,true
1379,213941,1,true
1380,213966,1,true
1381,214020,42,true
1382,214027,1,true
1383,214054,1,true
1384,214098,1,true
1385,214144,1,true
1386,214159,1,true
1387,214212,1,true
1388,214258,1,true
1389,214351,1,true
1390,214391,1,true
1391,214480,2,true
1392,214523,1,true
1393,214651,1,true
1394,214745,1,true
1395,214786,1,true
1396,214958,1,true
1397,214963,1,true
1398,215116,1,true
1399,215135,1,true
1400,215193,1,true
1401,215210,1,true
1402,215228,1,true
1403,215254,1,true
1404,215358,5,true
1405,215458,1,true
1406,215604,1,true
1407,215740,1,true
1408,216053,1,true
1409,216146,1,true
1410,216161,1,true
1411,216178,1,true
1412,216253,1,true
1413,216294,1,true
1414,216565,1,true
1415,216626,1,true
1416,216636,1,true
1417,216640,1,true
1418,216647,11,true
1419,216720,1,true
1420,216811,11,true
1421,216817,2,true
1422,216818,1,true
1423,216845,1,true
1424,216995,1,true
1425,217122,1,true
1426,217183,1,true
1427,217293,2,true
1428,217429,1,true
1429,217483,2,true
1430,217637,2,true
1431,217691,2,true
1432,217901,1,true
1433,218021,1,true
1434,218094,1,true
1435,218139,3,true
1436,218172,2,true
1437,218232,1,true
1438,218391,1,true
1439,218450,1,true
1440,218470,1,true
1441,218493,1,true
1442,218563,1,true
1443,218663,1,true
1444,218759,1,true
1445,218924,1,true
1446,218991,2,true
1447,219057,1,true
1448,219100,1,true
1449,219156,4,true
1450,219188,1,true
1451,219579,5,true
1452,219580,1,true
1453,219607,1,true
1454,219624,1,true
1455,219691,1,true
1456,219899,5,true
1457,219988,1,true
1458,220140,5,true
1459,220157,2,true
1460,220251,1,true
1461,220387,1,true
1462,220569,4,true
1463,220744,1,true
1464,220760,1,true
1465,220782,1,true
1466,220786,1,true
1467,220820,1,true
1468,220911,1,true
1469,220927,1,true
1470,221103,1,true
1471,221111,1,true
1472,221187,1,true
1473,221189,1,true
1474,221205,1,true
1475,221353,11,true
1476,221378,1,true
1477,221387,1,true
1478,221425,3,true
1479,221463,1,true
1480,221494,1,true
1481,221592,2,true
1482,221736,3,true
1483,221742,1,true
1484,221753,1,true
1485,221780,1,true
1486,221929,42,true
1487,221935,2,true
1488,222236,3,true
1489,222332,1,true
1490,222429,1,true
1491,222604,2,true
1492,222696,1,true
1493,222801,1,true
1494,222862,1,true
1495,222904,3,true
1496,222956,1,true
1497,223082,1,true
1498,223134,2,true
1499,223210,2,true
1500,223247,1,true
1501,223254,1,true
1502,223329,1,true
1503,223366,1,true
1504,223785,1,true
1505,223890,1,true
1506,223954,1,true
1507,224138,7,true
1508,224238,2,true
1509,224320,1,true
1510,224362,1,true
1511,224368,4,true
1512,224511,1,true
1513,224591,1,true
1514,224776,1,true
1515,224810,2,true
1516,224851,1,true
1517,224960,1,true
1518,225150,1,true
1519,225196,1,true
1520,225237,1,true
1521,225376,1,true
1522,225404,1,true
1523,225441,1,true
1524,225518,1,true
1525,225535,1,true
1526,225549,1,true
1527,225589,4,true
1528,225656,11,true
1529,225663,1,true
1530,225720,1,true
1531,225800,1,true
1532,225838,1,true
1533,226114,1,true
1534,226120,1,true
1535,226134,2,true
1536,226137,1,true
1537,226221,1,true
1538,226350,1,true
1539,226361,1,true
1540,226394,4,true
1541,226415,7,true
1542,226418,1,true
1543,226422,1,true
1544,226683,2,true
1545,226701,1,true
1546,226863,1,true
1547,226927,2,true
1548,226986,2,true
1549,227143,1,true
1550,227237,1,true
1551,227246,1,true
1552,227290,1,true
1553,227391,2,true
1554,227396,1,true
1555,227542,1,true
1556,227720,2,true
1557,227845,1,true
1558,228002,1,true
1559,228004,1,true
1560,228009,4,true
1561,228291,3,true
1562,228342,2,true
1563,228349,1,true
1564,228369,1,true
1565,228373,2,true
1566,228417,1,true
1567,228641,1,true
1568,228676,1,true
1569,228760,1,true
1570,228824,7,true
1571,228899,4,true
1572,229133,2,true
1573,229142,8,true
1574,229199,1,true
1575,229202,1,true
1576,229274,1,true
1577,229334,1,true
1578,229374,1,true
1579,229394,2,true
1580,229411,7,true
1581,229415,1,true
1582,229506,2,true
1583,229554,1,true
1584,229671,1,true
1585,229732,7,true
1586,229825,2,true
1587,229904,1,true
1588,230001,1,true
1589,230017,1,true
1590,230052,1,true
1591,230095,2,true
1592,230142,2,true
1593,230168,1,true
1594,230339,2,true
1595,230353,1,true
1596,230391,1,true
1597,230404,9,true
1598,230547,1,true
1599,230552,1,true
1600,230714,1,true
1601,230719,1,true
1602,230732,2,true
1603,230741,1,true
1604,230795,1,true
1605,230876,1,true
1606,230884,2,true
1607,230937,3,true
1608,230993,1,true
1609,231059,5,true
1610,231124,1,true
1611,231150,1,true
1612,231152,1,true
1613,231289,1,true
1614,231314,1,true
1615,231356,1,true
1616,231363,1,true
1617,231372,1,true
1618,231410,1,true
1619,231418,1,true
1620,231438,2,true
1621,231451,3,true
1622,231531,1,true
1623,231652,8,true
1624,232081,2,true
1625,232089,1,true
1626,232174,1,true
1627,232228,1,true
1628,232229,1,true
1629,232242,4,true
1630,232345,2,true
1631,232527,1,true
1632,232624,1,true
1633,232636,1,true
1634,232735,1,true
1635,232883,1,true
1636,232890,1,true
1637,232966,3,true
1638,233095,2,true
1639,233147,1,true
1640,233159,1,true
1641,233242,1,true
1642,233268,3,true
1643,233477,1,true
1644,233483,1,true
1645,233689,1,true
1646,233708,2,true
1647,233818,4,true
1648,233850,1,true
1649,233929,2,true
1650,233931,2,true
1651,233939,1,true
1652,234112,1,true
1653,234142,5,true
1654,234197,1,true
1655,234221,3,true
1656,234484,2,true
1657,234494,8,true
1658,234508,1,true
1659,234537,2,true
1660,234667,3,true
1661,234778,1,true
1662,234831,1,true
1663,234840,1,true
1664,234848,1,true
1665,234877,1,true
1666,234893,2,true
1667,235069,3,true
1668,235105,1,true
1669,235118,1,true
1670,235190,2,true
1671,235218,2,true
1672,235324,1,true
1673,235366,8,true
1674,235435,1,true
1675,235441,1,true
1676,235444,1,true
1677,235486,2,true
1678,235575,1,true
1679,235588,2,true
1680,235622,1,true
1681,235680,2,true
1682,235917,1,true
1683,235927,1,true
1684,236006,1,true
1685,236017,2,true
1686,236124,1,true
1687,236166,1,true
1688,236171,2,true
1689,236329,2,true
1690,236472,1,true
1691,236478,2,true
1692,236486,2,true
1693,236550,1,true
1694,236593,2,true
1695,236625,2,true
1696,236711,1,true
1697,236765,2,true
1698,236768,1,true
1699,236769,1,true
1700,236795,1,true
1701,236809,1,true
1702,236820,1,true
1703,236885,1,true
1704,236909,2,true
1705,236942,1,true
1706,237007,2,true
1707,237008,4,true
1708,237133,2,true
1709,237160,1,true
1710,237170,1,true
1711,237226,1,true
1712,237273,1,true
1713,237290,2,true
1714,237330,1,true
1715,237491,1,true
1716,237626,2,true
1717,237700,3,true
1718,237710,1,true
1719,237722,7,true
1720,237971,2,true
1721,237977,1,true
1722,238058,2,true
1723,238107,1,true
1724,238121,1,true
1725,238241,3,true
1726,238242,1,true
1727,238297,5,true
1728,238301,2,true
1729,238340,1,true
1730,238345,3,true
1731,238357,1,true
1732,238361,1,true
1733,238585,1,true
1734,238848,4,true
1735,238909,9,true
1736,238969,1,true
1737,238970,1,true
1738,238981,1,true
1739,238998,1,true
1740,239013,1,true
1741,239023,1,true
1742,239061,2,true
1743,239138,5,true
1744,239207,2,true
1745,239294,2,true
1746,239354,5,true
1747,239461,1,true
1748,239621,1,true
1749,239733,1,true
1750,239789,1,true
1751,239798,1,true
1752,240081,2,true
1753,240280,42,true
1754,240293,1,true
1755,240306,2,true
1756,240311,1,true
1757,240491,3,true
1758,240515,1,true
1759,240531,1,true
1760,240722,1,true
1761,240746,2,true
1762,240762,1,true
1763,240852,1,true
1764,240928,1,true
1765,240933,1,true
1766,240940,1,true
1767,241034,1,true
1768,241130,1,true
1769,241171,1,true
1770,241225,2,true
1771,241294,1,true
1772,241297,42,true
1773,241351,1,true
1774,241538,1,true
1775,241609,2,true
1776,241631,42,true
1777,241671,4,true
1778,241688,1,true
1779,241786,1,true
1780,241854,2,true
1781,241865,3,true
1782,242013,3,true
1783,242026,2,true
1784,242145,5,true
1785,242157,3,true
1786,242247,1,true
1787,242271,1,true
1788,242426,1,true
1789,242475,2,true
1790,242578,1,true
1791,242661,8,true
1792,242696,2,true
1793,242825,2,true
1794,242850,2,true
1795,242872,4,true
1796,242874,3,true
1797,242923,2,true
1798,242993,1,true
1799,243014,3,true
1800,243086,1,true
1801,243088,1,true
1802,243114,1,true
1803,243194,1,true
1804,243236,1,true
1805,243238,1,true
1806,243309,1,true
1807,243311,3,true
1808,243316,5,true
1809,243348,1,true
1810,243420,1,true
1811,243472,2,true
1812,243538,1,true
1813,243738,3,true
1814,243820,1,true
1815,243831,1,true
1816,243879,1,true
1817,243938,2,true
1818,243949,2,true
1819,243965,1,true
1820,243998,1,true
1821,244157,1,true
1822,244210,1,true
1823,244336,2,true
1824,244365,2,true
1825,244384,6,true
1826,244430,1,true
1827,244516,3,true
1828,244662,3,true
1829,244734,1,true
1830,244814,2,true
1831,244869,1,true
1832,244888,1,true
1833,244917,1,true
1834,244933,3,true
1835,244936,1,true
1836,245115,1,true
1837,245173,1,true
1838,245186,2,true
1839,245263,1,true
1840,245268,6,true
1841,245276,42,true
1842,245304,3,true
1843,245389,1,true
1844,245394,3,true
1845,245396,4,true
1846,245576,2,true
1847,245700,1,true
1848,245748,2,true
1849,245750,1,true
1850,245805,1,true
1851,245879,1,true
1852,245885,1,true
1853,245931,2,true
1854,246074,42,true
1855,246090,1,true
1856,246147,2,true
1857,246155,1,true
1858,246159,1,true
1859,246197,1,true
1860,246207,1,true
1861,246311,1,true
1862,246373,2,true
1863,246428,1,true
1864,246456,2,true
1865,246542,2,true
1866,246595,1,true
1867,246693,1,true
1868,246702,1,true
1869,246750,1,true
1870,246758,1,true
1871,246760,1,true
1872,246766,2,true
1873,246958,1,true
1874,247066,1,true
1875,247193,1,true
1876,247264,1,true
1877,247361,1,true
1878,247399,1,true
1879,247449,1,true
1880,247499,2,true
1881,247614,1,true
1882,247620,1,true
1883,247686,1,true
1884,247697,1,true
1885,247707,2,true
1886,247746,5,true
1887,247825,2,true
1888,247850,1,true
1889,247873,1,true
1890,247933,1,true
1891,247963,2,true
1892,248017,1,true
1893,248167,1,true
1894,248362,1,true
1895,248379,1,true
1896,248447,2,true
1897,248456,1,true
1898,248521,3,true
1899,248589,2,true
1900,248599,1,true
1901,248646,1,true
1902,248760,1,true
1903,248766,1,true
1904,248839,1,true
1905,248840,7,true
1906,248846,4,true
1907,248869,1,true
1908,248981,3,true
1909,249542,1,true
1910,249574,1,true
1911,249575,2,true
1912,249579,1,true
1913,249604,1,true
1914,249614,8,true
1915,249618,1,true
1916,249620,1,true
1917,249635,1,true
1918,249637,4,true
1919,249644,3,true
1920,249650,1,true
1921,249651,3,true
1922,249661,1,true
1923,249670,3,true
1924,249699,2,true
1925,249717,1,true
1926,249721,3,true
1927,249740,3,true
1928,249743,3,true
1929,249763,1,true
1930,249770,13,true
1931,249787,7,true
1932,249790,1,true
1933,249826,3,true
1934,249829,3,true
1935,249834,1,true
1936,249845,4,true
1937,249857,1,true
1938,249858,1,true
1939,249867,1,true
1940,249892,1,true
1941,249960,1,true
1942,249998,1,true
1943,250011,4,true
1944,250016,1,true
1945,250040,2,true
1946,250058,1,true
1947,250088,1,true
1948,250092,3,true
1949,250113,1,true
1950,250120,1,true
1951,250130,2,true
1952,250176,4,true
1953,250195,1,true
1954,250197,1,true
1955,250219,2,true
1956,250239,2,true
1957,250247,1,true
1958,250259,2,true
1959,250265,1,true
1960,250279,1,true
1961,250336,1,true
1962,250340,1,true
1963,250373,1,true
1964,250402,2,true
1965,250404,1,true
1966,250411,4,true
1967,250422,3,true
1968,250425,7,true
1969,250452,2,true
1970,250460,1,true
1971,250470,1,true
1972,250473,1,true
1973,250484,4,true
1974,250499,5,true
1975,250504,1,true
1976,250567,3,true
1977,250587,1,true
1978,250589,2,true
1979,250606,1,true
1980,250607,3,true
1981,250610,2,true
1982,250634,42,true
1983,250658,5,true
1984,250678,1,true
1985,250707,2,true
1986,250720,6,true
1987,250723,2,true
1988,250735,2,true
1989,250740,1,true
1990,250751,3,true
1991,250771,2,true
1992,250817,2,true
1993,250834,4,true
1994,250845,1,true
1995,250853,8,true
1996,250879,1,true
1997,250893,1,true
1998,250897,2,true
1999,250911,13,true
2000,250946,1,true
2001,250947,1,true
2002,250952,10,true
2003,250956,1,true
2004,250970,1,true
2005,250982,2,true
2006,250986,2,true
2007,250992,5,true
2008,251037,1,true
2009,251046,1,true
2010,251072,1,true
2011,251075,1,true
2012,251076,3,true
2013,251099,2,true
2014,251124,5,true
2015,251145,2,true
2016,251156,1,true
2017,251170,3,true
2018,251177,1,true
2019,251199,2,true
2020,251244,1,true
2021,251257,1,true
2022,251288,1,true
2023,251293,1,true
2024,251301,1,true
2025,251308,7,true
2026,251309,2,true
2027,251322,4,true
2028,251326,2,true
2029,251332,2,true
2030,251337,2,true
2031,251377,4,true
2032,251384,1,true
2033,251389,1,true
2034,251422,3,true
2035,251430,1,true
2036,251440,1,true
2037,251461,2,true
2038,251462,2,true
2039,251465,3,true
2040,251483,1,true
2041,251490,1,true
2042,251496,1,true
2043,251504,1,true
2044,251509,5,true
2045,251519,1,true
2046,251530,3,true
2047,251533,1,true
2048,251557,5,true
2049,251561,1,true
2050,251576,1,true
2051,251579,9,true
2052,251601,1,true
2053,251603,1,true
2054,251627,1,true
2055,251633,1,true
2056,251656,2,true
2057,251673,2,true
2058,251678,1,true
2059,251704,1,true
2060,251706,1,true
2061,251726,4,true
2062,251728,2,true
2063,251750,6,true
2064,251784,3,true
2065,251795,1,true
2066,251816,2,true
2067,251870,1,true
2068,252488,1,true
2069,252875,3,true
2070,252989,2,true
2071,253047,2,true
2072,253062,2,true
2073,253195,1,true
2074,254230,4,true
2075,254306,1,true
2076,254312,1,true
2077,254439,1,true
2078,254505,1,true
2079,254556,1,true
2080,254914,1,true
2081,254971,1,true
2082,254992,1,true
2083,256582,2,true
2084,256595,1,true
2085,256632,1,true
2086,257439,1,true
2087,257547,1,true
2088,257601,1,true
2089,257672,1,true
2090,258280,1,true
2091,258782,1,true
2092,258798,1,true
2093,259149,1,true
2094,260164,1,true
2095,261887,1,true
2096,262492,3,true
2097,262507,2,true
2098,262520,1,true
2099,262532,11,true
2100,262572,2,true
2101,262587,1,true
2102,262647,1,true
2103,262671,1,true
2104,262688,5,true
2105,262705,1,true
2106,262736,1,true
2107,262737,1,true
2108,262748,2,true
2109,262775,1,true
2110,262804,1,true
2111,263472,2,true
2112,263497,2,true
2113,263659,1,true
2114,263710,2,true
2115,264371,3,true
2116,264374,5,true
2117,264440,2,true
2118,264965,8,true
2119,265014,6,true
2120,265204,1,true
2121,265220,1,true
2122,265234,1,true
2123,265240,4,true
2124,265272,2,true
2125,265381,1,true
2126,265395,2,true
2127,265408,1,true
2128,265420,1,true
2129,265439,1,true
2130,265444,2,true
2131,265449,2,true
2132,265456,1,true
2133,265466,1,true
2134,265511,2,true
2135,265556,1,true
2136,265558,1,true
2137,265574,1,true
2138,265581,2,true
2139,265587,1,true
2140,265597,1,true
2141,265619,2,true
2142,265623,1,true
2143,420,1,true
2144,632,1,true
2145,939,1,true
2146,1183,1,true
2147,1260,1,true
2148,1520,1,true
2149,1762,1,true
2150,1830,1,true
2151,1860,1,true
2152,1985,1,true
2153,2613,1,true
2154,3129,1,true
2155,3581,1,true
2156,3764,1,true
2157,3839,4,true
2158,4594,1,true
2159,5793,1,true
2160,6076,1,true
2161,6737,1,true
2162,6823,1,true
2163,7026,1,true
2164,7306,1,true
2165,7324,1,true
2166,7327,1,true
2167,7713,1,true
2168,7832,1,true
2169,8211,1,true
2170,8541,1,true
2171,8628,1,true
2172,8637,1,true
2173,8640,1,true
2174,8643,1,true
2175,8647,1,true
2176,8652,1,true
2177,8664,1,true
2178,8689,1,true
2179,8694,1,true
2180,8698,1,true
2181,8702,1,true
2182,8746,1,true
2183,8747,1,true
2184,8758,1,true
2185,8764,2,true
2186,8771,1,true
2187,8776,2,true
2188,8779,1,true
2189,8786,1,true
2190,8790,1,true
2191,8806,1,true
2192,8824,1,true
2193,8830,1,true
2194,8832,2,true
2195,8836,10,true
2196,8845,1,true
2197,8881,1,true
2198,8885,2,true
2199,8896,1,true
2200,8900,1,true
2201,8903,1,true
2202,8904,2,true
2203,8911,1,true
2204,8916,1,true
2205,8932,1,true
2206,8935,7,true
2207,8971,1,true
2208,8992,3,true
2209,8998,1,true
2210,9004,1,true
2211,9006,2,true
2212,9018,1,true
2213,9025,3,true
2214,9036,1,true
2215,9041,1,true
2216,9059,4,true
2217,9064,2,true
2218,9075,1,true
2219,9097,1,true
2220,9109,1,true
2221,9126,1,true
2222,9154,1,true
2223,9170,1,true
2224,9171,1,true
2225,9172,1,true
2226,9182,1,true
2227,9184,1,true
2228,9190,1,true
2229,9193,5,true
2230,9198,1,true
2231,9205,1,true
2232,9209,1,true
2233,9214,1,true
2234,9226,1,true
2235,9237,1,true
2236,9238,1,true
2237,9240,1,true
2238,9244,1,true
2239,9266,1,true
2240,9274,1,true
2241,9291,1,true
2242,9294,1,true
2243,9301,1,true
2244,9311,1,true
2245,9318,1,true
2246,9322,1,true
2247,9323,1,true
2248,9336,1,true
2249,9349,2,true
2250,9354,1,true
2251,9358,1,true
2252,9366,1,true
2253,9386,1,true
2254,9411,1,true
2255,9412,4,true
2256,9424,1,true
2257,9429,1,true
2258,9440,1,true
2259,9445,1,true
2260,9479,1,true
2261,9489,1,true
2262,9495,1,true
2263,9501,2,true
2264,9504,1,true
2265,9512,1,true
2266,9513,1,true
2267,9515,1,true
2268,9522,1,true
2269,9524,2,true
2270,9532,1,true
2271,9542,1,true
2272,9544,1,true
2273,9545,1,true
2274,9551,1,true
2275,9553,1,true
2276,9560,1,true
2277,9565,1,true
2278,9566,1,true
2279,9568,1,true
2280,9585,1,true
2281,9590,1,true
2282,9605,1,true
2283,9607,1,true
2284,9624,1,true
2285,9630,1,true
2286,9641,1,true
2287,9651,2,true
2288,9653,1,true
2289,9676,3,true
2290,9680,2,true
2291,9683,1,true
2292,9698,2,true
2293,9702,1,true
2294,9710,1,true
2295,9713,1,true
2296,9727,1,true
2297,9731,1,true
2298,9750,1,true
2299,9760,1,true
2300,9779,1,true
2301,9780,1,true
2302,9783,2,true
2303,9789,1,true
2304,9791,1,true
2305,9793,1,true
2306,9853,1,true
2307,9861,2,true
2308,9865,1,true
2309,9881,1,true
2310,9882,1,true
2311,9883,1,true
2312,9896,1,true
2313,9901,1,true
2314,9918,1,true
2315,9922,1,true
2316,9928,1,true
2317,9935,1,true
2318,9936,1,true
2319,9946,2,true
2320,9951,1,true
2321,9954,1,true
2322,9965,1,true
2323,9973,1,true
2324,9979,2,true
2325,9982,1,true
2326,9986,1,true
2327,9988,1,true
2328,10000,1,true
2329,10007,1,true
2330,10027,1,true
2331,10052,1,true
2332,10055,1,true
2333,10067,1,true
2334,10068,1,true
2335,10073,1,true
2336,10087,42,true
2337,10096,1,true
2338,10129,2,true
2339,10142,3,true
2340,10143,1,true
2341,10144,1,true
2342,10145,1,true
2343,10146,1,true
2344,10156,1,true
2345,10160,1,true
2346,10161,2,true
2347,10168,3,true
2348,10172,1,true
2349,10194,2,true
2350,10195,1,true
2351,10201,2,true
2352,10203,1,true
2353,10206,1,true
2354,10210,1,true
2355,10227,1,true
2356,10249,5,true
2357,10260,1,true
2358,10272,2,true
2359,10290,1,true
2360,10296,1,true
2361,10321,1,true
2362,10329,1,true
2363,10332,1,true
2364,10338,1,true
2365,10353,1,true
2366,10361,1,true
2367,10386,2,true
2368,10391,1,true
2369,10392,2,true
2370,10410,1,true
2371,10417,1,true
2372,10443,1,true
2373,10446,1,true
2374,10447,1,true
2375,10459,1,true
2376,10460,1,true
2377,10462,1,true
2378,10469,1,true
2379,10474,1,true
2380,10489,1,true
2381,10491,1,true
2382,10501,1,true
2383,10505,2,true
2384,10511,1,true
2385,10524,1,true
2386,10537,1,true
2387,10548,2,true
2388,10556,1,true
2389,10561,1,true
2390,10583,1,true
2391,10586,1,true
2392,10600,1,true
2393,10626,1,true
2394,10634,1,true
2395,10635,1,true
2396,10646,1,true
2397,10672,1,true
2398,10673,3,true
2399,10675,1,true
2400,10683,2,true
2401,10686,2,true
2402,10688,1,true
2403,10692,1,true
2404,10716,1,true
2405,10732,2,true
2406,10745,1,true
2407,10754,1,true
2408,10767,1,true
2409,10770,2,true
2410,10784,1,true
2411,10795,1,true
2412,10808,1,true
2413,10809,1,true
2414,10811,1,true
2415,10814,1,true
2416,10818,2,true
2417,10831,1,true
2418,10839,1,true
2419,10842,2,true
2420,10845,1,true
2421,10855,2,true
2422,10861,5,true
2423,10865,1,true
2424,10895,1,true
2425,10920,2,true
2426,10925,1,true
2427,10927,2,true
2428,10938,1,true
2429,10941,2,true
2430,10953,4,true
2431,10984,1,true
2432,10990,1,true
2433,10993,1,true
2434,11006,2,true
2435,11013,1,true
2436,11014,1,true
2437,11041,6,true
2438,11046,2,true
2439,11065,1,true
2440,11069,1,true
2441,11081,1,true
2442,11083,1,true
2443,11087,1,true
2444,11091,1,true
2445,11097,5,true
2446,11107,2,true
2447,11116,1,true
2448,11122,1,true
2449,11126,1,true
2450,11127,1,true
2451,11149,1,true
2452,11155,1,true
2453,11173,1,true
2454,11182,1,true
2455,11196,2,true
2456,11200,1,true
2457,11214,2,true
2458,11215,1,true
2459,11216,1,true
2460,11219,1,true
2461,11222,1,true
2462,11239,1,true
2463,11242,1,true
2464,11244,1,true
2465,11263,2,true
2466,11264,1,true
2467,11265,1,true
2468,11275,1,true
2469,11298,1,true
2470,11309,1,true
2471,11315,1,true
2472,11321,1,true
2473,11327,1,true
2474,11329,2,true
2475,11350,1,true
2476,11356,1,true
2477,11365,1,true
2478,11376,1,true
2479,11382,1,true
2480,11398,1,true
2481,11418,1,true
2482,11431,1,true
2483,11434,1,true
2484,11437,2,true
2485,11447,1,true
2486,11451,1,true
2487,11491,2,true
2488,11503,1,true
2489,11518,1,true
2490,11522,1,true
2491,11527,2,true
2492,11531,1,true
2493,11537,1,true
2494,11549,1,true
2495,11554,1,true
2496,11562,1,true
2497,11564,1,true
2498,11573,1,true
2499,11592,1,true
2500,11593,1,true
2501,11599,1,true
2502,11609,2,true
2503,11611,2,true
2504,11622,1,true
2505,11628,2,true
2506,11632,1,true
2507,11639,1,true
2508,11640,1,true
2509,11651,1,true
2510,11655,1,true
2511,11658,1,true
2512,11662,1,true
2513,11664,2,true
2514,11675,1,true
2515,11679,1,true
2516,11683,2,true
2517,11693,1,true
2518,11694,1,true
2519,11703,1,true
2520,11707,1,true
2521,11712,1,true
2522,11713,1,true
2523,11715,1,true
2524,11728,1,true
2525,11734,1,true
2526,11744,1,true
2527,11764,1,true
2528,11766,1,true
2529,11805,1,true
2530,11821,1,true
2531,11840,1,true
2532,11841,1,true
2533,11842,1,true
2534,11919,1,true
2535,11933,1,true
2536,11987,1,true
2537,12022,1,true
2538,12106,1,true
2539,12108,1,true
2540,12134,1,true
2541,12149,2,true
2542,12153,3,true
2543,12180,1,true
2544,12215,1,true
2545,12217,1,true
2546,12247,1,true
2547,12278,1,true
2548,12283,3,true
2549,12295,1,true
2550,12305,1,true
2551,12322,1,true
2552,12323,1,true
2553,12393,1,true
2554,12419,1,true
2555,12632,1,true
2556,12638,1,true
2557,12661,1,true
2558,12732,5,true
2559,12806,1,true
2560,12817,1,true
2561,12820,1,true
2562,12874,3,true
2563,12908,2,true
2564,12939,1,true
2565,13000,1,true
2566,13031,1,true
2567,13067,1,true
2568,13142,1,true
2569,13317,1,true
2570,13374,1,true
2571,13381,1,true
2572,13409,1,true
2573,13485,1,true
2574,13606,1,true
2575,13631,3,true
2576,13678,1,true
2577,13713,2,true
2578,13784,2,true
2579,13844,2,true
2580,13850,1,true
2581,13858,2,true
2582,13870,1,true
2583,13936,1,true
2584,13965,3,true
2585,13978,1,true
2586,14056,1,true
2587,14106,2,true
2588,14112,1,true
2589,14124,1,true
2590,14154,1,true
2591,14173,1,true
2592,14204,1,true
2593,14255,2,true
2594,14268,1,true
2595,14299,1,true
2596,14347,1,true
2597,14368,2,true
2598,14470,1,true
2599,14504,1,true
2600,14556,1,true
2601,14600,1,true
2602,14708,1,true
2603,14845,1,true
2604,14861,1,true
2605,14898,1,true
2606,14933,2,true
2607,14947,1,true
2608,14974,1,true
2609,14976,1,true
2610,14986,1,true
