id,company_id_datasetA,number_matches_datasetB,valid
2611,14989,5,true
2612,15160,1,true
2613,15193,1,true
2614,15197,2,true
2615,15202,2,true
2616,15244,1,true
2617,15254,1,true
2618,15292,1,true
2619,15313,11,true
2620,15334,1,true
2621,15337,1,true
2622,15355,2,true
2623,15394,1,true
2624,15457,1,true
2625,15462,1,true
2626,15557,1,true
2627,15622,2,true
2628,15695,1,true
2629,15707,3,true
2630,15730,1,true
2631,15816,1,true
2632,15824,2,true
2633,15826,1,true
2634,15930,1,true
2635,15981,3,true
2636,16001,1,true
2637,16049,2,true
2638,16060,3,true
2639,16114,1,true
2640,16115,1,true
2641,16127,4,true
2642,16134,1,true
2643,16177,2,true
2644,16219,1,true
2645,16269,2,true
2646,16274,1,true
2647,16280,3,true
2648,16290,2,true
2649,16325,3,true
2650,16360,1,true
2651,16392,1,true
2652,16470,1,true
2653,16510,1,true
2654,16525,1,true
2655,16547,2,true
2656,16549,1,true
2657,16662,2,true
2658,16674,1,true
2659,16698,2,true
2660,16703,3,true
2661,16775,3,true
2662,17013,1,true
2663,17056,2,true
2664,17062,1,true
2665,17063,1,true
2666,17087,1,true
2667,17096,1,true
2668,17206,1,true
2669,17272,1,true
2670,17369,1,true
2671,17424,1,true
2672,17443,3,true
2673,17459,1,true
2674,17473,2,true
2675,17485,1,true
2676,17492,2,true
2677,17537,1,true
2678,17549,2,true
2679,17641,1,true
2680,17783,2,true
2681,17820,1,true
2682,17931,1,true
2683,17933,1,true
2684,17998,1,true
2685,18066,1,true
2686,18074,1,true
2687,18114,2,true
2688,18151,1,true
2689,18172,1,true
2690,18191,1,true
2691,18334,2,true
2692,18344,1,true
2693,18356,2,true
2694,18387,1,true
2695,18463,2,true
2696,18498,1,true
2697,18696,1,true
2698,18711,42,true
2699,18749,1,true
2700,18772,1,true
2701,18777,2,true
2702,18808,2,true
2703,18847,2,true
2704,18860,1,true
2705,18875,1,true
2706,18924,1,true
2707,18955,1,true
2708,18956,1,true
2709,18960,2,true
2710,19026,2,true
2711,19032,2,true
2712,19033,3,true
2713,19057,6,true
2714,19097,1,true
2715,19276,2,true
2716,19287,1,true
2717,19318,1,true
2718,19364,3,true
2719,19376,1,true
2720,19430,1,true
2721,19453,2,true
2722,19520,1,true
2723,19551,2,true
2724,19657,1,true
2725,19826,2,true
2726,19842,2,true
2727,19845,1,true
2728,19915,1,true
2729,19927,3,true
2730,19929,1,true
2731,19942,1,true
2732,20117,2,true
2733,20121,1,true
2734,20146,1,true
2735,20151,1,true
2736,20198,1,true
2737,20212,1,true
2738,20243,4,true
2739,20281,1,true
2740,20346,1,true
2741,20389,1,true
2742,20503,1,true
2743,20547,1,true
2744,20577,1,true
2745,20636,1,true
2746,20659,1,true
2747,20674,8,true
2748,20696,1,true
2749,20723,1,true
2750,20740,1,true
2751,20747,1,true
2752,20780,1,true
2753,20919,1,true
2754,20941,1,true
2755,20963,7,true
2756,20968,7,true
2757,20983,1,true
2758,21083,1,true
2759,21115,1,true
2760,21155,1,true
2761,21178,2,true
2762,21195,1,true
2763,21259,1,true
2764,21342,7,true
2765,21350,4,true
2766,21430,1,true
2767,21500,1,true
2768,21510,2,true
2769,21554,1,true
2770,21629,1,true
2771,21686,8,true
2772,21695,1,true
2773,21793,3,true
2774,21868,3,true
2775,21883,1,true
2776,21919,3,true
2777,21925,1,true
2778,21995,3,true
2779,22006,1,true
2780,22101,1,true
2781,22114,1,true
2782,22137,2,true
2783,22162,1,true
2784,22166,1,true
2785,22184,1,true
2786,22192,11,true
2787,22270,1,true
2788,22283,2,true
2789,22305,1,true
2790,22306,1,true
2791,22307,3,true
2792,22315,1,true
2793,22365,3,true
2794,22446,2,true
2795,22535,2,true
2796,22683,11,true
2797,22696,2,true
2798,22717,1,true
2799,22723,1,true
2800,22740,1,true
2801,22769,1,true
2802,22775,1,true
2803,22815,2,true
2804,22884,2,true
2805,22888,2,true
2806,22911,1,true
2807,22951,1,true
2808,22969,1,true
2809,23002,2,true
2810,23032,2,true
2811,23042,1,true
2812,23148,1,true
2813,23162,1,true
2814,23178,3,true
2815,23187,1,true
2816,23313,1,true
2817,23453,2,true
2818,23456,1,true
2819,23536,2,true
2820,23701,2,true
2821,23703,4,true
2822,23729,3,true
2823,23738,1,true
2824,23742,1,true
2825,23760,1,true
2826,23805,1,true
2827,23829,4,true
2828,23945,2,true
2829,23953,1,true
2830,23973,1,true
2831,24005,3,true
2832,24055,1,true
2833,24103,1,true
2834,24161,1,true
2835,173990,1,true
2836,174028,1,true
2837,174044,1,true
2838,174069,1,true
2839,174120,2,true
2840,174215,1,true
2841,174239,1,true
2842,174324,1,true
2843,174390,1,true
2844,174396,1,true
2845,174444,1,true
2846,174553,1,true
2847,174574,4,true
2848,174740,2,true
2849,174841,2,true
2850,174875,1,true
2851,174920,1,true
2852,174974,1,true
2853,175059,1,true
2854,175115,1,true
2855,175182,1,true
2856,175341,1,true
2857,175388,1,true
2858,175454,1,true
2859,175466,1,true
2860,175499,2,true
2861,175515,2,true
2862,175561,1,true
2863,175655,1,true
2864,175691,1,true
2865,175710,1,true
2866,175775,1,true
2867,175923,1,true
2868,175943,1,true
2869,175953,2,true
2870,176029,8,true
2871,176049,2,true
2872,176101,1,true
2873,176271,9,true
2874,176349,1,true
2875,176426,4,true
2876,176433,1,true
2877,176446,1,true
2878,176593,1,true
2879,176644,1,true
2880,176742,2,true
2881,176881,1,true
2882,176916,1,true
2883,176944,2,true
2884,176953,1,true
2885,176976,3,true
2886,177066,1,true
2887,177117,1,true
2888,177160,1,true
2889,177199,1,true
2890,177212,1,true
2891,177266,1,true
2892,177268,1,true
2893,177279,1,true
2894,177402,1,true
2895,177584,2,true
2896,177598,1,true
2897,177609,2,true
2898,177710,1,true
2899,177897,1,true
2900,178107,8,true
2901,178115,1,true
2902,178127,1,true
2903,178128,2,true
2904,178139,3,true
2905,178262,1,true
2906,178299,1,true
2907,178325,2,true
2908,178375,2,true
2909,178431,2,true
2910,178509,1,true
2911,178634,1,true
2912,178648,1,true
2913,178671,1,true
2914,178707,1,true
2915,178740,1,true
2916,178753,1,true
2917,178927,1,true
2918,178943,1,true
2919,179258,1,true
2920,179299,1,true
2921,179335,1,true
2922,179466,1,true
2923,179502,1,true
2924,179516,1,true
2925,179561,6,true
2926,179572,1,true
2927,179614,1,true
2928,179655,1,true
2929,179667,1,true
2930,179766,1,true
2931,179789,1,true
2932,179811,12,true
2933,179892,1,true
2934,179993,2,true
2935,180052,2,true
2936,180060,1,true
2937,180133,2,true
2938,180166,1,true
2939,180226,2,true
2940,180260,1,true
2941,180309,1,true
2942,180357,3,true
2943,180358,2,true
2944,180389,1,true
2945,180404,1,true
2946,180438,3,true
2947,180481,1,true
2948,180507,1,true
2949,180510,1,true
2950,180515,1,true
2951,180565,1,true
2952,180590,1,true
2953,180715,1,true
2954,180794,1,true
2955,180810,2,true
2956,180829,1,true
2957,180956,1,true
2958,180997,2,true
2959,181000,1,true
2960,181146,1,true
2961,181202,2,true
2962,181210,1,true
2963,181214,1,true
2964,181224,1,true
2965,181241,1,true
2966,181385,3,true
2967,181444,1,true
2968,181454,1,true
2969,181484,1,true
2970,181532,1,true
2971,181590,1,true
2972,181601,3,true
2973,181613,2,true
2974,181723,1,true
2975,181803,3,true
2976,181852,1,true
2977,181858,1,true
2978,182015,3,true
2979,182093,1,true
2980,182111,1,true
2981,182139,1,true
2982,182167,2,true
2983,182280,3,true
2984,182519,1,true
2985,182520,1,true
2986,182773,7,true
2987,182974,1,true
2988,183376,5,true
2989,183586,5,true
2990,183756,1,true
2991,183781,2,true
2992,183858,1,true
2993,183902,1,true
2994,184081,1,true
2995,184127,1,true
2996,184235,1,true
2997,184268,2,true
2998,184317,1,true
2999,184318,1,true
3000,184320,1,true
3001,184323,1,true
3002,184342,1,true
3003,184389,1,true
3004,184437,1,true
3005,184565,3,true
3006,184691,2,true
3007,184765,42,true
3008,184836,1,true
3009,184873,1,true
3010,184962,1,true
3011,185004,1,true
3012,185031,3,true
3013,185093,1,true
3014,185160,1,true
3015,185179,1,true
3016,185339,1,true
3017,185347,1,true
3018,185412,1,true
3019,185416,1,true
3020,185529,1,true
3021,185593,1,true
3022,185602,1,true
3023,185604,1,true
3024,185730,1,true
3025,185950,1,true
3026,185962,1,true
3027,185964,1,true
3028,186060,1,true
3029,186136,1,true
3030,186191,1,true
3031,186236,1,true
3032,186267,1,true
3033,186395,2,true
3034,186515,1,true
3035,186532,1,true
3036,186607,1,true
3037,186609,1,true
3038,186645,5,true
3039,186891,1,true
3040,186922,1,true
3041,187020,1,true
3042,187245,1,true
3043,187340,1,true
3044,187525,4,true
3045,187607,1,true
3046,187669,1,true
3047,187714,1,true
3048,187792,1,true
3049,187829,1,true
3050,187879,1,true
3051,187951,1,true
3052,188151,1,true
3053,188218,1,true
3054,188444,1,true
3055,188636,1,true
3056,188674,1,true
3057,188940,1,true
3058,189160,1,true
3059,189168,1,true
3060,189355,1,true
3061,189373,11,true
3062,189425,8,true
3063,189503,1,true
3064,189693,1,true
3065,189713,1,true
3066,189732,1,true
3067,189734,8,true
3068,189785,1,true
3069,189817,1,true
3070,189881,1,true
3071,189982,42,true
3072,189988,1,true
3073,190185,1,true
3074,190292,11,true
3075,190334,2,true
3076,190482,1,true
3077,190530,1,true
3078,190704,1,true
3079,190887,1,true
3080,191006,3,true
3081,191089,1,true
3082,191141,1,true
3083,191258,1,true
3084,191301,1,true
3085,191553,42,true
3086,191583,1,true
3087,191736,1,true
3088,191897,1,true
3089,192015,3,true
3090,192107,1,true
3091,192143,1,true
3092,192155,1,true
3093,192313,1,true
3094,192432,1,true
3095,192439,1,true
3096,192478,1,true
3097,192504,1,true
3098,192557,1,true
3099,192806,1,true
3100,192813,6,true
3101,192819,1,true
3102,193083,3,true
3103,193155,11,true
3104,193170,1,true
3105,193221,1,true
3106,193274,1,true
3107,193281,1,true
3108,193292,1,true
3109,193347,1,true
3110,193350,1,true
3111,193381,2,true
3112,193597,1,true
3113,193662,6,true
3114,193681,1,true
3115,193753,1,true
3116,193811,1,true
3117,193841,1,true
3118,193914,1,true
3119,193919,1,true
3120,193956,2,true
3121,194150,1,true
3122,194258,1,true
3123,194556,1,true
3124,194557,1,true
3125,194637,1,true
3126,194804,1,true
3127,194861,1,true
3128,194899,2,true
3129,195028,4,true
3130,195079,1,true
3131,195201,1,true
3132,195224,1,true
3133,195260,1,true
3134,195299,2,true
3135,195313,1,true
3136,195354,1,true
3137,195469,1,true
3138,195569,1,true
3139,195580,11,true
3140,195691,2,true
3141,195710,2,true
3142,80651,1,true
3143,80667,3,true
3144,80686,2,true
3145,80765,5,true
3146,80786,2,true
3147,80814,1,true
3148,80855,1,true
3149,80892,9,true
3150,80893,1,true
3151,80918,3,true
3152,80959,1,true
3153,80964,1,true
3154,80990,13,true
3155,81004,3,true
3156,81137,1,true
3157,81188,1,true
3158,81244,1,true
3159,81255,1,true
3160,81306,4,true
3161,81522,4,true
3162,81547,2,true
3163,81563,2,true
3164,81625,1,true
3165,81647,1,true
3166,81661,1,true
3167,81708,1,true
3168,81781,2,true
3169,81881,1,true
3170,81911,1,true
3171,82007,1,true
3172,82099,1,true
3173,82137,1,true
3174,82154,6,true
3175,82217,1,true
3176,82251,10,true
3177,82303,1,true
3178,82589,2,true
3179,82761,1,true
3180,82943,2,true
3181,82994,2,true
3182,83186,4,true
3183,83369,5,true
3184,83887,1,true
3185,83974,1,true
3186,84198,3,true
3187,84242,3,true
3188,84287,4,true
3189,84364,1,true
3190,84494,2,true
3191,84641,1,true
3192,84813,1,true
3193,84921,1,true
3194,85182,1,true
3195,85207,2,true
3196,85256,5,true
3197,85355,1,true
3198,85661,2,true
3199,85797,2,true
3200,86727,2,true
3201,87048,1,true
3202,87060,1,true
3203,87085,1,true
3204,87945,2,true
3205,87954,1,true
3206,87968,1,true
3207,88157,3,true
3208,88300,4,true
3209,88362,1,true
3210,88431,1,true
3211,88435,1,true
3212,88773,1,true
3213,88904,1,true
3214,88962,6,true
3215,89060,1,true
3216,89220,1,true
3217,89232,1,true
3218,89264,1,true
3219,89298,3,true
3220,89303,1,true
3221,89611,1,true
3222,89739,2,true
3223,89921,1,true
3224,89956,1,true
3225,90085,1,true
3226,90150,1,true
3227,90153,3,true
3228,90167,1,true
3229,90249,1,true
3230,90255,3,true
3231,90301,2,true
3232,90374,2,true
3233,90814,2,true
3234,90845,1,true
3235,90905,1,true
3236,91133,1,true
3237,91142,2,true
3238,91356,1,true
3239,91559,1,true
3240,91611,1,true
3241,91914,1,true
3242,92069,1,true
3243,92100,1,true
3244,92146,1,true
3245,92209,1,true
3246,92443,2,true
3247,92674,1,true
3248,92772,1,true
3249,92897,1,true
3250,92972,1,true
3251,93011,2,true
3252,93297,1,true
3253,93357,1,true
3254,93413,2,true
3255,93562,4,true
3256,93654,1,true
3257,93777,2,true
3258,93804,2,true
3259,93848,2,true
3260,93875,4,true
3261,93934,1,true
3262,93948,1,true
3263,93973,1,true
3264,94024,1,true
3265,94122,2,true
3266,94376,2,true
3267,94483,1,true
3268,94498,1,true
3269,94513,1,true
3270,94516,1,true
3271,94576,3,true
3272,94599,1,true
3273,94607,2,true
3274,94670,3,true
3275,94889,1,true
3276,94963,2,true
3277,94973,1,true
3278,95100,2,true
3279,95220,1,true
3280,95409,1,true
3281,95527,1,true
3282,95646,1,true
3283,95699,1,true
3284,95969,1,true
3285,96083,1,true
3286,96174,4,true
3287,96182,1,true
3288,96330,1,true
3289,96421,1,true
3290,96477,1,true
3291,96523,1,true
3292,96649,1,true
3293,96736,1,true
3294,96841,1,true
3295,97071,1,true
3296,97108,1,true
3297,97144,1,true
3298,97357,1,true
3299,97450,1,true
3300,97610,7,true
3301,97856,1,true
3302,98087,1,true
3303,98535,1,true
3304,98730,1,true
3305,99065,2,true
3306,99082,1,true
3307,99354,1,true
3308,99457,1,true
3309,99675,1,true
3310,99754,1,true
3311,99765,1,true
3312,99892,1,true
3313,99934,2,true
3314,100142,2,true
3315,100178,2,true
3316,100195,8,true
3317,100277,3,true
3318,100321,1,true
3319,100346,1,true
3320,100592,1,true
3321,100626,1,true
3322,100657,1,true
3323,100715,1,true
3324,100716,1,true
3325,100745,1,true
3326,100913,1,true
3327,100981,1,true
3328,101215,1,true
3329,101226,7,true
3330,101370,1,true
3331,101614,4,true
3332,101709,1,true
3333,101754,5,true
3334,101824,1,true
3335,101880,1,true
3336,102170,1,true
3337,102197,1,true
3338,102418,1,true
3339,102565,1,true
3340,102600,1,true
3341,102622,1,true
3342,102748,1,true
3343,102786,1,true
3344,102814,1,true
3345,102848,2,true
3346,102849,2,true
3347,103030,3,true
3348,103125,1,true
3349,103139,1,true
3350,103164,1,true
3351,103507,1,true
3352,103562,1,true
3353,103828,1,true
3354,103944,1,true
3355,104298,2,true
3356,104300,8,true
3357,104301,1,true
3358,104302,1,true
3359,104307,2,true
3360,104319,2,true
3361,104321,1,true
3362,104330,2,true
3363,104333,1,true
3364,104338,3,true
3365,104339,1,true
3366,104344,2,true
3367,104350,1,true
3368,104351,2,true
3369,104353,1,true
3370,104355,1,true
3371,104356,2,true
3372,104360,1,true
3373,104374,7,true
3374,104376,2,true
3375,104380,1,true
3376,104381,1,true
3377,104398,1,true
3378,104419,11,true
3379,104433,2,true
3380,104434,2,true
3381,104439,2,true
3382,104450,4,true
3383,104454,3,true
3384,104457,1,true
3385,104466,1,true
3386,104493,2,true
3387,104498,10,true
3388,104518,1,true
3389,104519,2,true
3390,104529,6,true
3391,104534,2,true
3392,104536,2,true
3393,104539,1,true
3394,104552,4,true
3395,104561,1,true
3396,104563,1,true
3397,104565,1,true
3398,104584,2,true
3399,104606,1,true
3400,104616,3,true
3401,104636,4,true
3402,104655,1,true
3403,104665,3,true
3404,104668,1,true
3405,104670,1,true
3406,104673,2,true
3407,104682,1,true
3408,104691,4,true
3409,104728,1,true
3410,104729,2,true
3411,104733,1,true
3412,104741,2,true
3413,104747,1,true
3414,104752,4,true
3415,104764,2,true
3416,104798,1,true
3417,104801,10,true
3418,104811,2,true
3419,104818,3,true
3420,104823,2,true
3421,104839,1,true
3422,104843,2,true
3423,104858,1,true
3424,104864,1,true
3425,104868,1,true
3426,104883,2,true
3427,104885,2,true
3428,104897,1,true
3429,104898,1,true
3430,104917,1,true
3431,104930,1,true
3432,104946,1,true
3433,104955,3,true
3434,104978,1,true
3435,104993,4,true
3436,104996,1,true
3437,105055,1,true
3438,105083,1,true
3439,105097,1,true
3440,105104,2,true
3441,105129,1,true
3442,105143,5,true
3443,105178,2,true
3444,105180,1,true
3445,105183,1,true
3446,105201,16,true
3447,105230,4,true
3448,105233,1,true
3449,105239,1,true
3450,105255,3,true
3451,105276,2,true
3452,105280,2,true
3453,105283,1,true
3454,105289,1,true
3455,105291,1,true
3456,105319,1,true
3457,105326,1,true
3458,105365,1,true
3459,105376,1,true
3460,105383,1,true
3461,105403,1,true
3462,105417,1,true
3463,105434,2,true
3464,105436,1,true
3465,105440,1,true
3466,105445,1,true
3467,105446,1,true
3468,105454,2,true
3469,105476,1,true
3470,105483,1,true
3471,105491,3,true
3472,105576,2,true
3473,105590,2,true
3474,105621,2,true
3475,105638,1,true
3476,105653,1,true
3477,105668,1,true
3478,105669,2,true
3479,105674,1,true
3480,105681,3,true
3481,105690,2,true
3482,105695,1,true
3483,105701,1,true
3484,105708,1,true
3485,105726,1,true
3486,105736,1,true
3487,105749,1,true
3488,105753,1,true
3489,105756,1,true
3490,105759,2,true
3491,105765,1,true
3492,105791,3,true
3493,105806,2,true
3494,105840,1,true
3495,105842,1,true
3496,105844,2,true
3497,105856,1,true
3498,105870,1,true
3499,105905,1,true
3500,105938,1,true
3501,105964,1,true
3502,105982,1,true
3503,106004,1,true
3504,106018,12,true
3505,106058,1,true
3506,106080,2,true
3507,106090,3,true
3508,106097,5,true
3509,106108,1,true
3510,106110,2,true
3511,106114,1,true
3512,106133,3,true
3513,106146,2,true
3514,106149,1,true
3515,106152,1,true
3516,106154,2,true
3517,106177,1,true
3518,107646,1,true
3519,108184,1,true
3520,108803,1,true
3521,110233,1,true
3522,110607,1,true
3523,112595,1,true
3524,121358,1,true
3525,123136,1,true
3526,123729,1,true
3527,125681,1,true
3528,129806,1,true
3529,133760,1,true
3530,141366,1,true
3531,141593,1,true
3532,147527,2,true
3533,148216,1,true
3534,153411,1,true
3535,156859,2,true
3536,156865,1,true
3537,156871,2,true
3538,156874,1,true
3539,156879,1,true
3540,157398,1,true
3541,157426,1,true
3542,157495,1,true
3543,157518,1,true
3544,157545,2,true
3545,157547,2,true
3546,157656,1,true
3547,157909,1,true
3548,158009,2,true
3549,158016,1,true
3550,158162,2,true
3551,158565,1,true
3552,158715,2,true
3553,158816,2,true
3554,159197,2,true
3555,159217,3,true
3556,159221,1,true
3557,159251,2,true
3558,159389,1,true
3559,159864,3,true
3560,159888,4,true
3561,160315,1,true
3562,160555,2,true
3563,160792,1,true
3564,160855,1,true
3565,161232,2,true
3566,161249,1,true
3567,161391,1,true
3568,161511,5,true
3569,161976,1,true
3570,162204,1,true
3571,162603,2,true
3572,162667,7,true
3573,162676,1,true
3574,162863,1,true
3575,163244,5,true
3576,163259,6,true
3577,163572,2,true
3578,164227,1,true
3579,164619,1,true
3580,164918,1,true
3581,165433,3,true
3582,165483,1,true
3583,165518,2,true
3584,165688,1,true
3585,165894,2,true
3586,165980,1,true
3587,166083,1,true
3588,166136,2,true
3589,166624,13,true
3590,166663,4,true
3591,166972,1,true
3592,167175,1,true
3593,167190,8,true
3594,167340,1,true
3595,167544,1,true
3596,167989,3,true
3597,168033,2,true
3598,168143,1,true
3599,168663,2,true
3600,169798,1,true
3601,170361,2,true
3602,170480,9,true
3603,170658,4,true
3604,170704,1,true
3605,170729,1,true
3606,170807,1,true
3607,170979,3,true
3608,171067,2,true
3609,171654,1,true
3610,171656,4,true
3611,171739,1,true
3612,172175,1,true
3613,172177,2,true
3614,172226,1,true
3615,172272,5,true
3616,172327,1,true
3617,172361,1,true
3618,172373,1,true
3619,172581,1,true
3620,172805,1,true
3621,172818,1,true
3622,172907,2,true
3623,172929,1,true
3624,173001,1,true
3625,173049,1,true
3626,173078,2,true
3627,173105,1,true
3628,173111,1,true
3629,173215,10,true
3630,173260,2,true
3631,173322,1,true
3632,173398,1,true
3633,173804,1,true
3634,173861,1,true
3635,24173,1,true
3636,24205,4,true
3637,24206,1,true
3638,24224,1,true
3639,24244,1,true
3640,24264,1,true
3641,24297,1,true
3642,24316,1,true
3643,24368,1,true
3644,24397,1,true
3645,24410,1,true
3646,24422,1,true
3647,24481,1,true
3648,24483,2,true
3649,24487,1,true
3650,24488,1,true
3651,24491,3,true
3652,24493,4,true
3653,24623,1,true
3654,24626,1,true
3655,24653,1,true
3656,24675,1,true
3657,24739,1,true
3658,24764,1,true
3659,24766,1,true
3660,24800,2,true
3661,24845,1,true
3662,24867,1,true
3663,24876,2,true
3664,24945,1,true
3665,24985,1,true
3666,24988,1,true
3667,24993,1,true
3668,25050,2,true
3669,25111,1,true
3670,25170,2,true
3671,25229,1,true
3672,25254,1,true
3673,25273,1,true
3674,25295,1,true
3675,25312,1,true
3676,25317,1,true
3677,25386,1,true
3678,25387,1,true
3679,25395,2,true
3680,25530,1,true
3681,25602,2,true
3682,25608,3,true
3683,25620,1,true
3684,25629,1,true
3685,25634,1,true
3686,25698,1,true
3687,25859,1,true
3688,25910,1,true
3689,25925,1,true
3690,25931,1,true
3691,26132,1,true
3692,26205,1,true
3693,26280,2,true
3694,26284,5,true
3695,26321,1,true
3696,26335,1,true
3697,26390,1,true
3698,26463,9,true
3699,26474,1,true
3700,26479,1,true
3701,26572,1,true
3702,26632,2,true
3703,26635,2,true
3704,26722,1,true
3705,26794,1,true
3706,26832,1,true
3707,26857,1,true
3708,26861,1,true
3709,26880,1,true
3710,26883,1,true
3711,26897,42,true
3712,26912,1,true
3713,27023,1,true
3714,27031,1,true
3715,27054,1,true
3716,27080,1,true
3717,27082,1,true
3718,27106,1,true
3719,27133,1,true
3720,27190,1,true
3721,27212,1,true
3722,27263,2,true
3723,27477,1,true
3724,27520,1,true
3725,27538,1,true
3726,27586,1,true
3727,27593,1,true
3728,27628,1,true
3729,27629,2,true
3730,27657,1,true
3731,27659,1,true
3732,27730,2,true
3733,27737,2,true
3734,27748,1,true
3735,27754,1,true
3736,27758,1,true
3737,27853,1,true
3738,27887,1,true
3739,27952,1,true
3740,28030,1,true
3741,28075,1,true
3742,28164,1,true
3743,28214,1,true
3744,28217,1,true
3745,28248,1,true
3746,28249,3,true
3747,28303,1,true
3748,28322,1,true
3749,28324,2,true
3750,28328,1,true
3751,28548,1,true
3752,28567,1,true
3753,28654,1,true
3754,29017,1,true
3755,29023,1,true
3756,29084,1,true
3757,29147,2,true
3758,29165,2,true
3759,29183,1,true
3760,29304,5,true
3761,29314,1,true
3762,29442,1,true
3763,29462,5,true
3764,29499,1,true
3765,29554,1,true
3766,29558,1,true
3767,29577,1,true
3768,29648,3,true
3769,29653,1,true
3770,29654,1,true
3771,29679,1,true
3772,29758,1,true
3773,29841,2,true
3774,29851,1,true
3775,29866,5,true
3776,29905,5,true
3777,29955,1,true
3778,29990,2,true
3779,29992,3,true
3780,30007,1,true
3781,30096,2,true
3782,30123,2,true
3783,30136,1,true
3784,30141,1,true
3785,30149,1,true
3786,30178,2,true
3787,30247,1,true
3788,30363,1,true
3789,30414,4,true
3790,30415,2,true
3791,30421,1,true
3792,30422,13,true
3793,30473,1,true
3794,30474,2,true
3795,30550,42,true
3796,30641,1,true
3797,30647,5,true
3798,30652,1,true
3799,30858,1,true
3800,30863,42,true
3801,30946,1,true
3802,30964,1,true
3803,31018,4,true
3804,31036,2,true
3805,31131,6,true
3806,31132,4,true
3807,31140,1,true
3808,31208,1,true
3809,31217,1,true
3810,31252,1,true
3811,31308,1,true
3812,31339,2,true
3813,31353,1,true
3814,31399,1,true
3815,31424,1,true
3816,31465,3,true
3817,31474,11,true
3818,31497,1,true
3819,31524,1,true
3820,31527,1,true
3821,31538,1,true
3822,31555,2,true
3823,31578,1,true
3824,31611,1,true
3825,31648,2,true
3826,31668,1,true
3827,31728,1,true
3828,31739,1,true
3829,31804,5,true
3830,31826,1,true
3831,31848,4,true
3832,31860,1,true
3833,31939,1,true
3834,32031,1,true
3835,32124,1,true
3836,32162,1,true
3837,32182,1,true
3838,32258,3,true
3839,32360,1,true
3840,32394,1,true
3841,32444,1,true
3842,32472,2,true
3843,32702,1,true
3844,32767,1,true
3845,32779,1,true
3846,32794,1,true
3847,32866,1,true
3848,32963,1,true
3849,32976,3,true
3850,33056,1,true
3851,33060,1,true
3852,33103,1,true
3853,33124,1,true
3854,33186,1,true
3855,33238,1,true
3856,33242,2,true
3857,33245,3,true
3858,33320,1,true
3859,33386,1,true
3860,33479,2,true
3861,33484,1,true
3862,33517,1,true
3863,33523,42,true
3864,33588,2,true
3865,33705,1,true
3866,33716,1,true
3867,33727,1,true
3868,33861,1,true
3869,33862,1,true
3870,33876,1,true
3871,33903,1,true
3872,33930,4,true
3873,33932,1,true
3874,33979,2,true
3875,34010,1,true
3876,34041,1,true
3877,34079,1,true
3878,34080,1,true
3879,34101,1,true
3880,34141,1,true
3881,34190,2,true
3882,34193,1,true
3883,34261,1,true
3884,34447,1,true
3885,34458,1,true
